production_id,well_id,date,barrels_extracted,cost
124,1,2023-05-04,350.6,2931.5
125,1,2023-05-05,465.6,5802.7
126,1,2023-05-06,448.5,5867.0
127,1,2023-05-07,391.0,4011.48
128,1,2023-05-08,404.4,5485.65
129,1,2023-05-09,376.5,3218.47
130,1,2023-05-10,337.9,2763.51
131,1,2023-05-11,366.1,3373.21
132,1,2023-05-12,442.6,4025.58
133,1,2023-05-13,400.4,5205.43
134,1,2023-05-14,339.7,4286.87
135,1,2023-05-15,402.2,4939.62
136,1,2023-05-16,442.2,4836.63
137,1,2023-05-17,367.3,4886.97
138,1,2023-05-18,350.0,2835.42
139,1,2023-05-19,382.8,3324.35
140,1,2023-05-20,449.1,5138.02
141,1,2023-05-21,349.5,3857.27
142,1,2023-05-22,386.9,4174.2
143,1,2023-05-23,438.7,3648.51
144,1,2023-05-24,431.7,4586.1
145,1,2023-05-25,392.0,5485.64
146,1,2023-05-26,463.9,5850.44
147,1,2023-05-27,383.7,4643.11
148,1,2023-05-28,392.0,5715.62
149,1,2023-05-29,330.4,4130.83
150,1,2023-05-30,430.3,4822.48
151,1,2023-05-31,411.6,4405.18
152,1,2023-06-01,392.2,5776.62
153,1,2023-06-02,374.7,3833.9
154,1,2023-06-03,396.5,5516.49
155,1,2023-06-04,370.4,4769.14
156,1,2023-06-05,378.7,4697.16
157,1,2023-06-06,401.3,5466.94
158,1,2023-06-07,408.1,4070.85
159,1,2023-06-08,407.2,5557.22
160,1,2023-06-09,367.5,5487.98
161,1,2023-06-10,333.6,4481.82
162,1,2023-06-11,351.4,3649.56
163,1,2023-06-12,438.6,5825.16
164,1,2023-06-13,375.9,3278.74
165,1,2023-06-14,390.1,5377.63
166,1,2023-06-15,419.0,4290.38
167,1,2023-06-16,382.2,3086.26
168,1,2023-06-17,416.5,5971.77
169,1,2023-06-18,381.1,5583.55
170,1,2023-06-19,370.3,5427.12
171,1,2023-06-20,449.7,5009.52
172,1,2023-06-21,423.1,4252.91
173,1,2023-06-22,427.4,5670.72
174,1,2023-06-23,351.9,4765.33
175,1,2023-06-24,367.5,4354.12
176,1,2023-06-25,389.2,4316.76
177,1,2023-06-26,379.8,3349.3
178,1,2023-06-27,414.7,3732.98
179,1,2023-06-28,408.7,3559.24
180,1,2023-06-29,432.1,3711.3
181,1,2023-06-30,375.8,5168.07
182,1,2023-07-01,395.8,5122.96
183,1,2023-07-02,425.7,6227.62
184,1,2023-07-03,374.3,5578.29
185,1,2023-07-04,368.4,3162.85
186,1,2023-07-05,432.1,5806.92
187,1,2023-07-06,325.2,4665.32
188,1,2023-07-07,438.6,3850.39
189,1,2023-07-08,379.7,4283.65
190,1,2023-07-09,389.1,3265.96
191,1,2023-07-10,429.2,5185.85
192,1,2023-07-11,413.4,6091.77
193,1,2023-07-12,343.7,4839.5
194,1,2023-07-13,362.6,3468.33
195,1,2023-07-14,391.3,5850.38
196,1,2023-07-15,420.0,3577.14
197,1,2023-07-16,404.0,4710.98
198,1,2023-07-17,390.8,4847.8
199,1,2023-07-18,375.5,4653.04
200,1,2023-07-19,447.5,5410.33
201,1,2023-07-20,385.5,4757.58
202,1,2023-07-21,419.7,4172.27
203,1,2023-07-22,384.0,4021.82
204,1,2023-07-23,346.3,4185.69
205,1,2023-07-24,328.8,4503.22
206,1,2023-07-25,400.3,5121.04
207,1,2023-07-26,412.2,4504.48
208,1,2023-07-27,435.3,6324.32
209,1,2023-07-28,386.5,5285.3
210,1,2023-07-29,379.9,5665.36
211,1,2023-07-30,398.1,4246.12
212,1,2023-07-31,354.3,5239.58
213,1,2023-08-01,397.4,4483.3
214,1,2023-08-02,397.5,4334.27
215,1,2023-08-03,385.3,5414.71
216,1,2023-08-04,387.0,5297.54
217,1,2023-08-05,436.4,6376.55
218,1,2023-08-06,398.5,5557.86
219,1,2023-08-07,378.8,3372.87
220,1,2023-08-08,338.3,4966.33
221,1,2023-08-09,345.6,4389.42
222,1,2023-08-10,405.4,4997.52
223,1,2023-08-11,362.5,4604.51
224,1,2023-08-12,379.0,4412.22
225,1,2023-08-13,392.1,5476.22
226,1,2023-08-14,437.3,5187.51
227,1,2023-08-15,420.8,4554.42
228,1,2023-08-16,393.7,3518.77
229,1,2023-08-17,435.3,4130.9
230,1,2023-08-18,416.0,3725.28
231,1,2023-08-19,334.0,3694.61
232,1,2023-08-20,433.8,6215.83
233,1,2023-08-21,394.7,5322.11
234,1,2023-08-22,320.1,3449.2
235,1,2023-08-23,419.2,6139.58
236,1,2023-08-24,398.7,3600.04
237,1,2023-08-25,387.8,3803.6
238,1,2023-08-26,413.3,4634.71
239,1,2023-08-27,388.0,3997.35
240,1,2023-08-28,400.9,4984.64
241,1,2023-08-29,384.3,3421.42
242,1,2023-08-30,385.8,3432.31
243,1,2023-08-31,353.5,3683.74
244,1,2023-09-01,403.5,5760.59
245,1,2023-09-02,452.7,4167.96
246,1,2023-09-03,378.1,3533.35
247,1,2023-09-04,362.4,3124.57
248,1,2023-09-05,370.5,3276.73
249,1,2023-09-06,343.0,3618.11
250,1,2023-09-07,382.0,4402.12
251,1,2023-09-08,384.8,5231.62
252,1,2023-09-09,389.3,4825.55
253,1,2023-09-10,414.7,5490.07
254,1,2023-09-11,368.4,3423.38
255,1,2023-09-12,370.7,4223.04
256,1,2023-09-13,349.3,4305.97
257,1,2023-09-14,368.2,4871.89
258,1,2023-09-15,318.9,2633.41
259,1,2023-09-16,414.6,5914.98
260,1,2023-09-17,356.8,4131.89
261,1,2023-09-18,357.2,3976.66
262,1,2023-09-19,390.3,4577.32
263,1,2023-09-20,362.3,3854.99
264,1,2023-09-21,359.3,2924.89
265,1,2023-09-22,354.4,3647.18
266,1,2023-09-23,367.1,3244.79
267,1,2023-09-24,394.5,5031.86
268,1,2023-09-25,416.3,5629.96
269,1,2023-09-26,360.2,4235.42
270,1,2023-09-27,387.5,4692.0
271,1,2023-09-28,373.8,3323.79
272,1,2023-09-29,437.3,4367.26
273,1,2023-09-30,431.4,5175.34
274,1,2023-10-01,346.4,3634.29
275,1,2023-10-02,388.4,3752.08
276,1,2023-10-03,391.5,3410.97
277,1,2023-10-04,373.1,3404.24
278,1,2023-10-05,367.8,3422.54
279,1,2023-10-06,361.4,5159.68
280,1,2023-10-07,370.3,3170.2
281,1,2023-10-08,308.7,4592.62
282,1,2023-10-09,408.9,3591.93
283,1,2023-10-10,399.6,5618.21
284,1,2023-10-11,384.7,5277.49
285,1,2023-10-12,364.6,4622.77
286,1,2023-10-13,370.6,5375.14
287,1,2023-10-14,451.5,4497.09
288,1,2023-10-15,438.2,5865.68
289,1,2023-10-16,369.5,4056.29
290,1,2023-10-17,355.7,4109.68
291,1,2023-10-18,372.8,4575.64
292,1,2023-10-19,377.5,3783.08
293,1,2023-10-20,351.3,3994.09
294,1,2023-10-21,395.6,4639.15
295,1,2023-10-22,382.4,3419.44
296,1,2023-10-23,374.3,3160.36
297,1,2023-10-24,368.2,4701.52
298,1,2023-10-25,411.0,5474.67
299,1,2023-10-26,364.3,3964.62
300,1,2023-10-27,463.5,4840.32
301,1,2023-10-28,392.3,3636.42
302,1,2023-10-29,389.8,3299.76
303,1,2023-10-30,402.3,5589.13
304,1,2023-10-31,436.6,3920.15
305,1,2023-11-01,368.2,3367.67
306,1,2023-11-02,405.4,3709.33
307,1,2023-11-03,404.0,4710.85
308,1,2023-11-04,419.4,4408.63
309,1,2023-11-05,378.3,5189.45
310,1,2023-11-06,416.6,4613.55
311,1,2023-11-07,365.5,3695.41
312,1,2023-11-08,316.7,4190.43
313,1,2023-11-09,337.1,4819.2
314,1,2023-11-10,387.2,4138.58
315,1,2023-11-11,414.8,5130.66
316,1,2023-11-12,389.7,3436.54
317,1,2023-11-13,391.9,4053.67
318,1,2023-11-14,404.5,3630.77
319,1,2023-11-15,402.7,4724.84
320,1,2023-11-16,425.8,6071.25
321,1,2023-11-17,371.3,3780.36
322,1,2023-11-18,399.3,3888.72
323,1,2023-11-19,434.0,6136.0
324,1,2023-11-20,399.2,4149.3
325,1,2023-11-21,427.0,3863.94
326,1,2023-11-22,372.5,3577.97
327,1,2023-11-23,416.8,5204.81
328,1,2023-11-24,417.1,5362.52
329,1,2023-11-25,335.1,3491.94
330,1,2023-11-26,395.3,3664.47
331,1,2023-11-27,391.8,4233.38
332,1,2023-11-28,412.7,4635.73
333,1,2023-11-29,392.0,4814.27
334,1,2023-11-30,469.5,3815.14
335,1,2023-12-01,442.4,6395.29
336,1,2023-12-02,404.9,5243.19
337,1,2023-12-03,394.1,4827.13
338,1,2023-12-04,350.4,3843.79
339,1,2023-12-05,392.0,5676.07
340,1,2023-12-06,389.4,4343.73
341,1,2023-12-07,466.0,5029.72
342,1,2023-12-08,402.7,3375.57
343,1,2023-12-09,419.8,3372.27
344,1,2023-12-10,367.8,3801.2
345,1,2023-12-11,412.9,5962.07
346,1,2023-12-12,313.1,3264.26
347,1,2023-12-13,426.0,4756.66
348,1,2023-12-14,360.3,3449.14
349,1,2023-12-15,350.7,3238.21
350,1,2023-12-16,381.3,4380.99
351,1,2023-12-17,411.3,4333.68
352,1,2023-12-18,381.0,4596.88
353,1,2023-12-19,354.0,5213.23
354,1,2023-12-20,402.2,3636.0
355,1,2023-12-21,360.8,5404.05
356,1,2023-12-22,380.7,4384.21
357,1,2023-12-23,364.6,4830.55
358,1,2023-12-24,390.6,3698.28
359,1,2023-12-25,382.2,3568.04
360,1,2023-12-26,390.7,3225.51
361,1,2023-12-27,466.6,3947.4
362,1,2023-12-28,351.0,4713.1
363,1,2023-12-29,429.4,4760.23
364,1,2023-12-30,302.1,3264.62
365,1,2023-12-31,348.7,3233.65
366,1,2024-01-01,392.1,5502.2
367,1,2024-01-02,381.0,3769.76
368,1,2024-01-03,402.3,5031.38
369,1,2024-01-04,374.3,3403.19
370,1,2024-01-05,383.4,4989.14
371,1,2024-01-06,382.8,3657.15
372,1,2024-01-07,386.5,3717.39
373,1,2024-01-08,388.7,3595.07
374,1,2024-01-09,381.4,4794.43
375,1,2024-01-10,374.5,3633.42
376,1,2024-01-11,378.3,4938.95
377,1,2024-01-12,392.9,4235.12
378,1,2024-01-13,393.4,4987.06
379,1,2024-01-14,364.8,5206.95
380,1,2024-01-15,355.9,2879.99
381,1,2024-01-16,332.9,4743.42
382,1,2024-01-17,440.9,6049.55
383,1,2024-01-18,346.3,3691.1
384,1,2024-01-19,359.7,4363.6
385,1,2024-01-20,409.1,4445.23
386,1,2024-01-21,340.9,4044.25
387,1,2024-01-22,330.2,4833.14
388,1,2024-01-23,368.1,4912.75
389,1,2024-01-24,415.8,5654.38
390,1,2024-01-25,384.2,4217.68
391,1,2024-01-26,453.0,4441.38
392,1,2024-01-27,406.3,3646.88
393,1,2024-01-28,344.7,3414.17
394,1,2024-01-29,388.3,3156.47
395,1,2024-01-30,333.9,3966.31
396,1,2024-01-31,402.5,5054.76
397,1,2024-02-01,370.3,2991.14
398,1,2024-02-02,401.6,3597.85
399,1,2024-02-03,436.0,5517.56
400,1,2024-02-04,434.4,4008.44
401,1,2024-02-05,380.0,4059.46
402,1,2024-02-06,410.3,4773.24
403,1,2024-02-07,374.0,4571.28
404,1,2024-02-08,391.2,3801.3
405,1,2024-02-09,337.0,3535.08
406,1,2024-02-10,359.8,4689.35
407,1,2024-02-11,402.9,4566.09
408,1,2024-02-12,329.7,4169.64
409,1,2024-02-13,387.8,3686.23
410,1,2024-02-14,390.4,3208.82
411,1,2024-02-15,403.9,3376.61
412,1,2024-02-16,337.0,3867.12
413,1,2024-02-17,331.6,4442.78
414,1,2024-02-18,415.8,3636.45
415,1,2024-02-19,390.4,4476.98
416,1,2024-02-20,374.2,4796.45
417,1,2024-02-21,335.7,4610.38
418,1,2024-02-22,372.1,5058.66
419,1,2024-02-23,350.4,4251.41
420,1,2024-02-24,413.8,4356.45
421,1,2024-02-25,343.1,4046.52
422,1,2024-02-26,377.5,5326.29
423,1,2024-02-27,410.2,5173.7
424,1,2024-02-28,404.0,5189.64
425,1,2024-02-29,370.3,4230.52
426,1,2024-03-01,404.4,3861.4
427,1,2024-03-02,410.2,3379.18
428,1,2024-03-03,388.7,5006.8
429,1,2024-03-04,398.5,5896.51
430,1,2024-03-05,377.7,5518.36
431,1,2024-03-06,419.9,5841.56
432,1,2024-03-07,381.9,3907.76
433,1,2024-03-08,340.2,3008.56
434,1,2024-03-09,400.1,3416.26
435,1,2024-03-10,351.5,4595.87
436,1,2024-03-11,424.5,3590.02
437,1,2024-03-12,397.3,5376.82
438,1,2024-03-13,323.6,3310.74
439,1,2024-03-14,411.5,5066.27
440,1,2024-03-15,393.1,3786.01
441,1,2024-03-16,406.6,5526.69
442,1,2024-03-17,385.7,5779.3
443,1,2024-03-18,422.6,4569.97
444,1,2024-03-19,362.7,4119.42
445,1,2024-03-20,413.0,6149.57
446,1,2024-03-21,394.0,5270.47
447,1,2024-03-22,331.2,4359.66
448,1,2024-03-23,328.8,3179.68
449,1,2024-03-24,374.6,3749.96
450,1,2024-03-25,358.7,3613.78
451,1,2024-03-26,323.2,4123.3
452,1,2024-03-27,346.0,3296.8
453,1,2024-03-28,378.7,5360.76
454,1,2024-03-29,358.0,5231.26
455,1,2024-03-30,456.5,4186.1
456,1,2024-03-31,363.0,5422.96
457,1,2024-04-01,420.6,4873.95
458,1,2024-04-02,434.8,4180.73
459,1,2024-04-03,367.6,3420.25
460,1,2024-04-04,365.0,4911.7
461,1,2024-04-05,368.2,5443.46
462,1,2024-04-06,378.5,5369.51
463,1,2024-04-07,372.0,4950.72
464,1,2024-04-08,346.8,4464.61
465,1,2024-04-09,394.5,3776.02
466,1,2024-04-10,371.9,3557.49
467,1,2024-04-11,457.8,5521.29
468,1,2024-04-12,413.1,3569.75
469,1,2024-04-13,372.2,3315.41
470,1,2024-04-14,402.0,5716.58
471,1,2024-04-15,400.7,4750.55
472,1,2024-04-16,417.6,3595.5
473,1,2024-04-17,328.6,3226.15
474,1,2024-04-18,344.0,4494.12
475,1,2024-04-19,357.1,3407.02
476,1,2024-04-20,383.2,4898.88
477,1,2024-04-21,274.0,3328.76
478,1,2024-04-22,356.1,4904.48
479,1,2024-04-23,425.1,5083.8
480,1,2024-04-24,347.8,3432.86
481,1,2024-04-25,390.9,4929.51
482,1,2024-04-26,393.0,5483.76
483,1,2024-04-27,396.1,5489.76
484,1,2024-04-28,405.8,5227.89
485,1,2024-04-29,415.0,5507.01
486,1,2024-04-30,431.5,3930.67
487,1,2024-05-01,371.6,4907.3
488,1,2024-05-02,357.1,3258.22
489,1,2024-05-03,396.4,4579.2
490,1,2024-05-04,395.8,3184.16
491,1,2024-05-05,408.9,6079.8
492,1,2024-05-06,336.4,4178.42
493,1,2024-05-07,406.8,4792.58
494,1,2024-05-08,340.7,4585.29
495,1,2024-05-09,391.5,4615.36
496,1,2024-05-10,370.5,5461.23
497,1,2024-05-11,421.1,6116.0
498,1,2024-05-12,337.7,2944.27
499,1,2024-05-13,388.6,3292.98
500,1,2024-05-14,395.9,4000.89
501,1,2024-05-15,371.6,4487.0
502,1,2024-05-16,388.5,4048.32
503,1,2024-05-17,367.9,5187.17
504,1,2024-05-18,387.0,5732.56
505,1,2024-05-19,394.5,3223.58
506,1,2024-05-20,366.4,2987.69
507,1,2024-05-21,378.8,5072.68
508,1,2024-05-22,318.9,4076.16
509,1,2024-05-23,329.4,4933.78
510,1,2024-05-24,370.0,4064.25
511,1,2024-05-25,344.1,4667.7
512,1,2024-05-26,377.2,4849.09
513,1,2024-05-27,418.0,4143.87
514,1,2024-05-28,423.9,6213.33
515,1,2024-05-29,375.7,5487.61
516,1,2024-05-30,346.6,3791.58
517,1,2024-05-31,344.1,3413.25
518,1,2024-06-01,434.9,6474.05
519,1,2024-06-02,410.9,3948.33
520,1,2024-06-03,376.1,3570.08
521,1,2024-06-04,384.9,4072.47
522,1,2024-06-05,375.4,5274.11
523,1,2024-06-06,398.5,3705.09
524,1,2024-06-07,381.6,5373.5
525,1,2024-06-08,404.8,5631.77
526,1,2024-06-09,405.2,5400.39
527,1,2024-06-10,352.8,2902.64
528,1,2024-06-11,392.6,5671.8
529,1,2024-06-12,421.7,4795.18
530,1,2024-06-13,397.9,3509.67
531,1,2024-06-14,394.2,4340.87
532,1,2024-06-15,358.6,3371.85
533,1,2024-06-16,359.1,4335.32
534,1,2024-06-17,381.9,3774.21
535,1,2024-06-18,362.4,4053.64
536,1,2024-06-19,413.6,3342.5
537,1,2024-06-20,376.8,4280.74
538,1,2024-06-21,360.6,4399.67
539,1,2024-06-22,414.4,5810.52
540,1,2024-06-23,347.8,4681.51
541,1,2024-06-24,381.4,3331.69
542,1,2024-06-25,364.2,3530.94
543,1,2024-06-26,457.7,5911.97
544,1,2024-06-27,381.4,4545.7
545,1,2024-06-28,354.6,3706.8
546,1,2024-06-29,383.3,3155.36
547,1,2024-06-30,376.5,3361.34
548,1,2024-07-01,359.0,4298.83
549,1,2024-07-02,413.1,3883.86
550,1,2024-07-03,401.6,3683.78
551,1,2024-07-04,390.7,5057.25
552,1,2024-07-05,356.9,2933.9
553,1,2024-07-06,438.9,6187.48
554,1,2024-07-07,393.2,5110.96
555,1,2024-07-08,363.7,4984.09
556,1,2024-07-09,416.1,3562.48
557,1,2024-07-10,385.5,5289.22
558,1,2024-07-11,411.7,4597.5
559,1,2024-07-12,394.5,5175.74
560,1,2024-07-13,450.4,3860.89
561,1,2024-07-14,349.4,4726.2
562,1,2024-07-15,365.1,4604.75
563,1,2024-07-16,475.0,6191.08
564,1,2024-07-17,378.7,3635.23
565,1,2024-07-18,346.3,4418.85
566,1,2024-07-19,399.4,3397.4
567,1,2024-07-20,416.0,5445.29
568,1,2024-07-21,378.2,4991.56
569,1,2024-07-22,323.0,3423.19
570,1,2024-07-23,353.3,5268.56
571,1,2024-07-24,332.5,4348.0
572,1,2024-07-25,444.5,5070.44
573,1,2024-07-26,330.2,4011.0
574,1,2024-07-27,363.5,5229.97
575,1,2024-07-28,398.3,4946.92
576,1,2024-07-29,342.1,4492.13
577,1,2024-07-30,394.1,5660.65
578,1,2024-07-31,359.9,3331.92
579,1,2024-08-01,391.6,4482.46
580,1,2024-08-02,372.3,3622.28
581,1,2024-08-03,376.5,4368.48
582,1,2024-08-04,414.8,4361.28
583,1,2024-08-05,345.0,3704.77
584,1,2024-08-06,391.4,5786.85
585,1,2024-08-07,406.7,4179.4
586,1,2024-08-08,342.1,4589.48
587,1,2024-08-09,332.4,2829.89
588,1,2024-08-10,372.7,3424.44
589,1,2024-08-11,315.4,4352.77
590,1,2024-08-12,389.2,4287.63
591,1,2024-08-13,401.6,5199.72
592,1,2024-08-14,337.4,3093.86
593,1,2024-08-15,407.8,4617.19
594,1,2024-08-16,419.6,5835.96
595,1,2024-08-17,392.5,5525.88
596,1,2024-08-18,421.9,3983.42
597,1,2024-08-19,370.8,3114.6
598,1,2024-08-20,363.7,4262.35
599,1,2024-08-21,376.9,5479.39
600,1,2024-08-22,348.5,3559.07
601,1,2024-08-23,362.5,3276.32
602,1,2024-08-24,381.3,5683.4
603,1,2024-08-25,385.3,5423.84
604,1,2024-08-26,395.2,4419.23
605,1,2024-08-27,314.9,3988.75
606,1,2024-08-28,473.3,4248.75
607,1,2024-08-29,351.4,4467.39
608,1,2024-08-30,401.1,5932.26
609,1,2024-08-31,389.5,4326.28
610,1,2024-09-01,360.4,5072.81
611,1,2024-09-02,398.0,5519.05
612,1,2024-09-03,351.9,5142.72
613,1,2024-09-04,379.8,4680.87
614,1,2024-09-05,443.7,6248.71
615,1,2024-09-06,366.6,5321.89
616,1,2024-09-07,382.8,4910.34
617,1,2024-09-08,346.8,4374.29
618,1,2024-09-09,401.7,4320.84
619,1,2024-09-10,356.4,4492.14
620,1,2024-09-11,389.9,5847.59
621,1,2024-09-12,412.2,5555.12
622,1,2024-09-13,372.6,4460.23
623,1,2024-09-14,398.3,4313.24
624,1,2024-09-15,391.7,4030.48
625,1,2024-09-16,413.4,5513.57
626,1,2024-09-17,398.4,5412.4
627,1,2024-09-18,421.0,3722.52
628,1,2024-09-19,372.2,4396.7
629,1,2024-09-20,340.3,4378.54
630,1,2024-09-21,328.7,3524.07
631,1,2024-09-22,331.6,3519.0
632,1,2024-09-23,370.8,3556.65
633,1,2024-09-24,385.7,4889.65
634,1,2024-09-25,358.3,4420.49
635,1,2024-09-26,309.6,4347.94
636,1,2024-09-27,358.8,4174.44
637,1,2024-09-28,366.0,3802.26
638,1,2024-09-29,379.6,4047.41
639,1,2024-09-30,425.7,4995.48
640,1,2024-10-01,322.9,3956.9
641,1,2024-10-02,401.6,5231.31
642,1,2024-10-03,398.3,5850.1
643,1,2024-10-04,372.2,5393.12
644,1,2024-10-05,392.5,3305.31
645,1,2024-10-06,374.2,3259.1
646,1,2024-10-07,397.5,4531.81
647,1,2024-10-08,352.7,3580.36
648,1,2024-10-09,349.1,4755.35
649,1,2024-10-10,319.9,3926.21
650,1,2024-10-11,392.5,5107.58
651,1,2024-10-12,361.0,3196.29
652,1,2024-10-13,330.1,3059.3
653,1,2024-10-14,349.5,4080.68
654,1,2024-10-15,397.3,5149.87
655,1,2024-10-16,385.0,3771.1
656,1,2024-10-17,350.4,5165.56
657,1,2024-10-18,423.8,5022.88
658,1,2024-10-19,377.5,3134.7
659,1,2024-10-20,394.7,4819.53
660,1,2024-10-21,384.2,5276.68
661,1,2024-10-22,370.9,3517.47
662,1,2024-10-23,392.4,4817.36
663,1,2024-10-24,415.9,5947.41
664,1,2024-10-25,370.3,3878.29
665,1,2024-10-26,403.2,4001.32
666,1,2024-10-27,357.7,4920.87
667,1,2024-10-28,436.9,3787.27
668,1,2024-10-29,353.6,4373.24
669,1,2024-10-30,449.5,4124.85
670,1,2024-10-31,340.7,4483.01
671,1,2024-11-01,368.5,3194.61
672,1,2024-11-02,393.8,3215.88
673,1,2024-11-03,418.1,4944.36
674,1,2024-11-04,430.6,4143.74
675,1,2024-11-05,425.4,4882.55
676,1,2024-11-06,326.5,4869.79
677,1,2024-11-07,392.5,4251.01
678,1,2024-11-08,355.2,3906.04
679,1,2024-11-09,410.1,6126.96
680,1,2024-11-10,414.1,3685.26
681,1,2024-11-11,388.9,4685.94
682,1,2024-11-12,362.6,3596.54
683,1,2024-11-13,344.8,3614.71
684,1,2024-11-14,357.0,3029.29
685,1,2024-11-15,355.5,4835.09
686,1,2024-11-16,380.4,3665.07
687,1,2024-11-17,411.7,5169.32
688,1,2024-11-18,382.7,4489.02
689,1,2024-11-19,342.4,4343.49
690,1,2024-11-20,340.4,5092.63
691,1,2024-11-21,401.1,5259.6
692,1,2024-11-22,440.4,4957.1
693,1,2024-11-23,382.2,5619.51
694,1,2024-11-24,357.7,3300.84
695,1,2024-11-25,348.0,4088.95
696,1,2024-11-26,398.9,3461.05
697,1,2024-11-27,428.9,4474.34
